Датум,Цена,Макс,Мин,Просечна цена,% Промена,Количина,Вкупен промет
18.1.2021,"44,00",,,"44,00","0,00",0,0
15.1.2021,"44,00",,,"44,00","0,00",0,0
14.1.2021,"44,00",,,"44,00","0,00",0,0
13.1.2021,"44,00",,,"44,00","0,00",0,0
12.1.2021,"44,00",,,"44,00","0,00",0,0
11.1.2021,"44,00",,,"44,00","0,00",0,0
08.1.2021,"44,00",,,"44,00","0,00",0,0
05.1.2021,"44,00",,,"44,00","0,00",0,0
04.1.2021,"44,00",,,"44,00","0,00",0,0
30.12.2020,"44,00",,,"44,00","0,00",0,0
29.12.2020,"44,00",,,"44,00","0,00",0,0
28.12.2020,"44,00",,,"44,00","0,00",0,0
25.12.2020,"44,00",,,"44,00","0,00",0,0
24.12.2020,"44,00",,,"44,00","0,00",0,0
23.12.2020,"44,00",,,"44,00","0,00",0,0
22.12.2020,"44,00",,,"44,00","0,00",0,0
21.12.2020,"44,00",,,"44,00","0,00",0,0
18.12.2020,"44,00",,,"44,00","0,00",0,0
17.12.2020,"44,00",,,"44,00","0,00",0,0
16.12.2020,"44,00",,,"44,00","0,00",0,0
15.12.2020,"44,00",,,"44,00","0,00",0,0
14.12.2020,"44,00",,,"44,00","0,00",0,0
11.12.2020,"44,00",,,"44,00","0,00",0,0
10.12.2020,"44,00",,,"44,00","0,00",0,0
09.12.2020,"44,00",,,"44,00","0,00",0,0
07.12.2020,"44,00",,,"44,00","0,00",0,0
04.12.2020,"44,00",,,"44,00","0,00",0,0
03.12.2020,"44,00",,,"44,00","0,00",0,0
02.12.2020,"44,00",,,"44,00","0,00",0,0
01.12.2020,"44,00",,,"44,00","0,00",0,0
30.11.2020,"44,00",,,"44,00","0,00",0,0
27.11.2020,"44,00",,,"44,00","0,00",0,0
26.11.2020,"44,00",,,"44,00","0,00",0,0
25.11.2020,"44,00",,,"44,00","0,00",0,0
24.11.2020,"44,00",,,"44,00","0,00",0,0
23.11.2020,"44,00",,,"44,00","0,00",0,0
20.11.2020,"44,00",,,"44,00","0,00",0,0
19.11.2020,"44,00",,,"44,00","0,00",0,0
18.11.2020,"44,00",,,"44,00","0,00",0,0
17.11.2020,"44,00","44,00","44,00","44,00","-2,22",3.000,132.000
16.11.2020,"45,00","45,00","45,00","45,00","18,42",81,3.645
13.11.2020,"38,00",,,"38,00","0,00",0,0
12.11.2020,"38,00",,,"38,00","0,00",0,0
11.11.2020,"38,00",,,"38,00","0,00",0,0
10.11.2020,"38,00",,,"38,00","0,00",0,0
09.11.2020,"38,00",,,"38,00","0,00",0,0
06.11.2020,"38,00",,,"38,00","0,00",0,0
05.11.2020,"38,00",,,"38,00","0,00",0,0
04.11.2020,"38,00",,,"38,00","0,00",0,0
03.11.2020,"38,00",,,"38,00","0,00",0,0
02.11.2020,"38,00",,,"38,00","0,00",0,0
30.10.2020,"38,00",,,"38,00","0,00",0,0
29.10.2020,"38,00",,,"38,00","0,00",0,0
28.10.2020,"38,00",,,"38,00","0,00",0,0
27.10.2020,"38,00",,,"38,00","0,00",0,0
26.10.2020,"38,00",,,"38,00","0,00",0,0
22.10.2020,"38,00",,,"38,00","0,00",0,0
21.10.2020,"38,00",,,"38,00","0,00",0,0
20.10.2020,"38,00",,,"38,00","0,00",0,0
19.10.2020,"38,00",,,"38,00","0,00",0,0
16.10.2020,"38,00",,,"38,00","0,00",0,0
15.10.2020,"38,00",,,"38,00","0,00",0,0
