Датум,Цена,Максимум,Минимум,Просечна цена,Промена,Количина,Вкупен Промет
15.3.2021,"7.900,00","7.900,00","7.850,00","7.880,80","0,39",1.130,8.905.304
12.3.2021,"7.850,00","7.850,00","7.830,00","7.849,81","0,00",527,4.136.851
11.3.2021,"7.850,00","7.850,00","7.849,00","7.849,98","0,31",574,4.505.889
10.3.2021,"7.850,00","7.850,00","7.820,00","7.825,95","-0,30",126,986.070
09.3.2021,"7.850,00","7.850,00","7.800,00","7.849,74","0,69",1.637,12.850.023
08.3.2021,"7.800,00","7.850,00","7.700,00","7.796,10","2,18",77,600.300
05.3.2021,"7.661,00","7.850,00","7.600,00","7.629,76","-2,29",1.238,9.445.639
04.3.2021,"7.830,00","7.900,00","7.800,00","7.808,88","-0,66",1.677,13.095.490
03.3.2021,"7.850,00","7.900,00","7.800,00","7.860,82","-0,65",415,3.262.240
02.3.2021,"7.900,00","7.950,00","7.821,00","7.912,47","2,79",2.464,19.496.317
01.3.2021,"7.800,00","7.800,00","7.500,00","7.697,77","-2,28",1.744,15.682.410
26.2.2021,"7.710,00","8.110,00","7.710,00","7.877,21","-3,89",1.937,48.858.154
25.2.2021,"8.190,00","8.200,00","8.190,00","8.196,31","0,06",931,7.630.765
24.2.2021,"8.200,00","8.200,00","8.150,00","8.191,62","0,43",1.734,14.204.275
23.2.2021,"8.150,00","8.200,00","8.150,00","8.156,19","-0,50",512,4.175.971
22.2.2021,"8.199,00","8.200,00","8.150,00","8.197,41","-0,03",175,127.757.346
19.2.2021,"8.200,00","8.210,00","8.200,00","8.200,17","0,58",2.127,17.441.760
18.2.2021,"8.201,00","8.201,00","8.050,00","8.152,64","1,30",1.428,11.641.970
17.2.2021,"8.100,00","8.100,00","8.000,00","8.047,87","0,25",722,5.810.560
16.2.2021,"8.050,00","8.050,00","8.000,00","8.027,97","0,17",1.519,28.694.490
15.2.2021,"8.050,00","8.170,00","8.000,00","8.014,74","1,04",891,7.141.130
12.2.2021,"8.000,00","8.000,00","7.870,00","7.932,10","0,98",2.023,16.046.630
11.2.2021,"7.850,00","7.899,00","7.849,00","7.855,22","-0,07",641,5.035.198
10.2.2021,"7.800,00","7.900,00","7.800,00","7.860,44","-0,34",1.299,10.210.717
09.2.2021,"7.900,00","7.900,00","7.851,00","7.887,55","0,48",1.723,13.590.249
08.2.2021,"7.850,00","7.880,00","7.800,00","7.849,66","0,64",909,7.135.340
05.2.2021,"7.799,00","7.800,00","7.799,00","7.799,37","0,25",465,3.626.706
04.2.2021,"7.731,00","7.800,00","7.731,00","7.779,87","0,23",2.591,27.907.635
03.2.2021,"7.779,00","7.779,00","7.711,00","7.761,69","-0,35",791,6.139.499
02.2.2021,"7.796,00","7.799,00","7.788,00","7.789,27","0,08",299,2.328.992
01.2.2021,"7.750,00","7.800,00","7.700,00","7.783,22","-0,18",2.426,42.882.093
29.1.2021,"7.768,00","7.840,00","7.751,00","7.797,50","0,49",2.761,21.528.900
28.1.2021,"7.700,00","7.800,00","7.700,00","7.759,55","1,57",1.008,7.821.625
27.1.2021,"7.670,00","7.670,00","7.600,00","7.639,98","0,20",499,27.362.350
26.1.2021,"7.600,00","7.650,00","7.600,00","7.625,00","0,37",12,91.500
25.1.2021,"7.600,00","7.631,00","7.502,00","7.596,67","-0,96",1.230,9.343.901
22.1.2021,"7.670,00","7.670,00","7.670,00","7.670,00","-0,32",251,1.925.170
21.1.2021,"7.700,00","7.701,00","7.650,00","7.694,49","-0,14",1.051,8.086.910
20.1.2021,"7.690,00","7.800,00","7.603,00","7.705,18","-1,22",586,4.515.238
18.1.2023,"12.400,00","12.500,00","12.350,00","12.359,52","-0,38",21,259.550
17.1.2023,"12.400,00","12.499,00","12.350,00","12.407,24","0,63",55,682.398
16.1.2023,"12.300,00","12.347,00","12.250,00","12.329,01","-0,16",558,6.879.589
13.1.2023,"12.349,00","12.350,00","12.345,00","12.349,32","-0,01",391,4.828.584
12.1.2023,"12.340,00","12.390,00","12.340,00","12.350,07","0,00",371,4.581.875
11.1.2023,"12.350,00","12.350,00","12.350,00","12.350,00","-0,16",1.402,17.314.700
10.1.2023,"12.350,00","12.400,00","12.250,00","12.369,86","0,98",83,1.026.698
09.1.2023,"12.250,00","12.250,00","12.250,00","12.250,00","0,82",460,5.635.000
05.1.2023,"12.150,00","12.150,00","12.150,00","12.150,00","1,27",307,3.730.050
04.1.2023,"11.999,00","12.000,00","11.900,00","11.997,10","1,48",528,6.334.468
03.1.2023,"11.900,00","11.900,00","11.800,00","11.822,16","1,23",176,2.080.700
29.12.2022,"11.700,00","11.700,00","11.625,00","11.678,26","0,44",1.317,15.380.268
28.12.2022,"11.600,00","11.700,00","11.600,00","11.627,33","-0,39",547,9.519.150
27.12.2022,"11.699,00","11.699,00","11.650,00","11.673,12","-0,38",453,8.446.924
26.12.2022,"11.675,00","11.779,00","11.650,00","11.717,79","0,03",906,10.616.314
23.12.2022,"11.702,00","11.750,00","11.700,00","11.714,18","0,90",454,5.318.239
22.12.2022,"11.700,00","11.700,00","11.600,00","11.610,43","0,41",451,5.236.304
21.12.2022,"11.600,00","11.600,00","11.503,00","11.562,96","0,44",283,3.272.317
20.12.2022,"11.500,00","11.550,00","11.500,00","11.512,30","0,16",417,4.800.630
19.12.2022,"11.480,00","11.500,00","11.470,00","11.494,11","0,63",155,1.781.587
16.12.2022,"11.449,00","11.449,00","11.400,00","11.421,80","0,19",1.241,14.174.459
15.12.2022,"11.400,00","11.400,00","11.400,00","11.400,00","-0,85",111,1.265.400
14.12.2022,"11.400,00","11.502,00","11.400,00","11.498,19","-0,02",1.034,11.889.124
13.12.2022,"11.500,00","11.500,00","11.500,00","11.500,00","0,00",85,977.500
12.12.2022,"11.500,00","11.500,00","11.500,00","11.500,00","0,03",245,2.817.500
09.12.2022,"11.500,00","11.500,00","11.400,00","11.495,62","0,16",447,5.138.544
07.12.2022,"11.490,00","11.495,00","11.400,00","11.477,22","1,12",470,5.394.292
06.12.2022,"11.400,00","11.540,00","11.301,00","11.350,21","1,25",341,3.870.423
05.12.2022,"11.210,00","11.210,00","11.210,00","11.210,00","0,21",17,190.570
02.12.2022,"11.200,00","11.200,00","11.150,00","11.186,49","0,77",37,413.900
01.12.2022,"11.103,00","11.104,00","11.100,00","11.100,22","0,14",1.085,12.043.734
30.11.2022,"11.150,00","11.150,00","11.001,00","11.084,97","-0,22",517,5.730.929
29.11.2022,"11.150,00","11.150,00","11.100,00","11.109,30","0,98",211,2.344.062
28.11.2022,"11.000,00","11.099,00","11.000,00","11.000,89","-0,51",111,1.221.099
25.11.2022,"11.099,00","11.100,00","11.050,00","11.057,00","0,42",311,3.438.728
24.11.2022,"11.002,00","11.100,00","11.000,00","11.011,17","0,14",228,2.510.546
23.11.2022,"11.000,00","11.000,00","10.901,00","10.996,63","0,89",387,4.255.694
22.11.2022,"10.900,00","10.900,00","10.899,00","10.899,93","-0,09",330,3.596.978
21.11.2022,"10.899,00","11.000,00","10.899,00","10.909,99","-0,83",426,4.647.655
18.11.2022,"10.999,00","11.048,00","10.999,00","11.000,50","-0,08",857,9.427.428
17.11.2022,"11.048,00","11.050,00","11.000,00","11.009,71","-0,81",1.661,18.287.134
16.11.2022,"11.098,00","11.199,00","11.045,00","11.099,85","0,00",694,13.253.299
15.11.2022,"11.102,00","11.102,00","11.099,00","11.099,79","-0,02",319,3.540.832
14.11.2022,"11.100,00","11.200,00","11.100,00","11.101,65","-1,15",121,1.343.300
11.11.2022,"11.200,00","11.250,00","11.200,00","11.230,70","-0,17",676,7.591.955
10.11.2022,"11.250,00","11.250,00","11.250,00","11.250,00","-0,01",67,753.750
09.11.2022,"11.250,00","11.299,00","11.240,00","11.250,89","-0,30",467,5.254.166
08.11.2022,"11.299,00","11.300,00","11.000,00","11.284,67","-0,18",185,2.087.664
07.11.2022,"11.300,00","11.369,00","11.299,00","11.304,94","-0,62",278,3.142.772
04.11.2022,"11.302,00","11.400,00","11.302,00","11.375,63","-0,20",149,1.694.969
03.11.2022,"11.399,00","11.400,00","11.390,00","11.398,27","-0,88",424,6.996.967
02.11.2022,"11.490,00","11.500,00","11.490,00","11.499,08","0,00",329,3.783.198
01.11.2022,"11.451,00","11.500,00","11.451,00","11.498,81","0,35",780,18.123.069
31.10.2022,"11.500,00","11.500,00","11.260,00","11.459,07","-0,27",182,2.085.550
28.10.2022,"11.500,00","11.500,00","11.400,00","11.490,08","0,64",1.426,16.384.855
27.10.2022,"11.398,00","11.499,00","11.260,00","11.417,14","1,25",583,8.916.190
26.10.2022,"11.300,00","11.300,00","11.199,00","11.276,45","0,82",1.020,17.101.974
25.10.2022,"11.000,00","11.200,00","11.000,00","11.184,20","1,73",408,4.563.155
21.10.2022,"11.000,00","11.001,00","10.850,00","10.994,38","1,98",600,6.596.631
20.10.2022,"10.800,00","10.800,00","10.700,00","10.781,28","2,62",180,1.940.631
19.10.2022,"10.550,00","10.560,00","10.500,00","10.506,12","0,48",1.081,11.357.120
18.10.2022,"10.500,00","10.500,00","10.400,00","10.456,29","-0,44",1.403,14.670.171
17.10.2022,"10.400,00","10.600,00","10.400,00","10.501,79","-0,98",1.053,17.883.380
14.10.2022,"10.503,00","10.650,00","10.503,00","10.605,98","-0,63",376,3.987.848
13.10.2022,"10.650,00","10.753,00","10.611,00","10.672,92","-1,22",372,3.970.326
12.10.2022,"10.752,00","10.849,00","10.752,00","10.804,64","-0,37",230,2.485.068
10.10.2022,"10.850,00","10.850,00","10.810,00","10.844,29","-0,05",245,2.656.850
07.10.2022,"10.850,00","10.850,00","10.849,00","10.849,53","-0,03",258,2.799.180
06.10.2022,"10.850,00","10.900,00","10.801,00","10.852,77","0,18",307,3.331.799
05.10.2022,"10.850,00","10.850,00","10.830,00","10.833,11","-0,05",483,5.232.390
04.10.2022,"10.800,00","10.920,00","10.800,00","10.838,39","-1,32",330,3.576.669
03.10.2022,"10.900,00","11.149,00","10.899,00","10.983,05","-0,94",333,3.657.354
30.9.2022,"11.080,00","11.148,00","11.000,00","11.086,82","-0,84",289,3.204.090
29.9.2022,"11.100,00","11.220,00","11.100,00","11.180,46","2,57",163,1.822.415
28.9.2022,"10.901,00","11.090,00","10.811,00","10.900,50","1,23",508,5.537.452
27.9.2022,"10.731,00","10.900,00","10.726,00","10.768,15","-2,85",376,4.048.823
26.9.2022,"10.800,00","11.202,00","10.800,00","11.084,50","-2,02",490,5.431.404
23.9.2022,"11.300,00","11.320,00","11.300,00","11.313,66","-0,34",153,1.730.990
22.9.2022,"11.351,00","11.375,00","11.340,00","11.352,97","0,44",227,2.577.125
21.9.2022,"11.300,00","11.380,00","11.201,00","11.303,04","-0,42",340,3.843.035
20.9.2022,"11.350,00","11.380,00","11.300,00","11.351,00","0,43",650,7.378.149
19.9.2022,"11.302,00","11.303,00","11.302,00","11.302,38","-0,85",26,293.862
16.9.2022,"11.400,00","11.400,00","11.398,00","11.399,66","0,00",104,1.185.565
15.9.2022,"11.400,00","11.400,00","11.399,00","11.399,39","0,09",260,2.963.841
14.9.2022,"11.300,00","11.400,00","11.300,00","11.389,10","-0,08",380,8.226.658
13.9.2022,"11.399,00","11.400,00","11.375,00","11.397,85","-0,01",1.462,16.663.660
12.9.2022,"11.399,00","11.399,00","11.399,00","11.399,00","-0,01",174,1.983.426
09.9.2022,"11.400,00","11.400,00","11.400,00","11.400,00","-0,22",596,6.794.400
07.9.2022,"11.430,00","11.430,00","11.418,00","11.425,24","-0,43",1.001,11.436.664
06.9.2022,"11.499,00","11.500,00","11.401,00","11.474,06","0,97",328,18.528.493
05.9.2022,"11.354,00","11.499,00","11.350,00","11.363,62","0,55",623,7.079.534
02.9.2022,"11.302,00","11.350,00","11.300,00","11.301,98","0,80",2.618,29.588.595
01.9.2022,"11.250,00","11.300,00","11.151,00","11.212,26","-1,30",1.293,14.497.457
31.8.2022,"11.300,00","11.500,00","11.300,00","11.360,28","-1,68",432,4.907.640
30.8.2022,"11.500,00","11.630,00","11.500,00","11.554,72","-0,45",193,2.230.060
29.8.2022,"11.600,00","11.649,00","11.600,00","11.606,32","-0,06",383,7.925.220
26.8.2022,"11.649,00","11.649,00","11.600,00","11.613,41","-0,31",152,1.765.238
25.8.2022,"11.649,00","11.649,00","11.649,00","11.649,00","0,08",236,2.749.164
24.8.2022,"11.648,00","11.650,00","11.620,00","11.640,04","-0,05",648,7.542.747
23.8.2022,"11.650,00","11.650,00","11.601,00","11.645,80","-0,53",1.216,16.259.557
22.8.2022,"11.680,00","11.750,00","11.680,00","11.707,88","-0,11",242,2.833.308
19.8.2022,"11.749,00","11.750,00","11.700,00","11.721,01","-0,60",345,11.710.497
18.8.2022,"11.794,00","11.820,00","11.750,00","11.791,87","-0,81",1.238,14.598.341
17.8.2022,"11.874,00","11.898,00","11.873,00","11.888,11","-0,08",629,7.477.619
16.8.2022,"11.900,00","11.900,00","11.800,00","11.897,54","0,21",1.075,12.789.855
15.8.2022,"11.850,00","11.889,00","11.811,00","11.872,72","-0,15",912,10.827.918
12.8.2022,"11.889,00","11.900,00","11.889,00","11.890,57","0,03",490,5.826.380
11.8.2022,"11.900,00","11.900,00","11.850,00","11.886,80","-0,34",75,891.510
10.8.2022,"11.900,00","11.999,00","11.900,00","11.926,95","-0,84",1.173,13.990.311
09.8.2022,"11.990,00","12.099,00","11.990,00","12.027,54","0,24",142,1.707.910
08.8.2022,"12.000,00","12.000,00","11.960,00","11.998,71","-0,32",699,8.387.100
05.8.2022,"12.000,00","12.099,00","12.000,00","12.037,55","-0,75",58,698.178
04.8.2022,"12.051,00","12.142,00","12.051,00","12.128,39","-0,07",138,1.673.718
03.8.2022,"12.100,00","12.145,00","12.100,00","12.137,59","-0,01",134,1.626.437
01.8.2022,"12.148,00","12.199,00","12.050,00","12.138,57","-0,47",195,2.367.021
29.7.2022,"12.198,00","12.199,00","12.150,00","12.195,38","0,79",1.459,17.793.063
28.7.2022,"12.100,00","12.100,00","12.100,00","12.100,00","0,00",230,5.445.000
27.7.2022,"12.001,00","12.100,00","12.001,00","12.099,68","0,08",310,3.750.901
26.7.2022,"12.098,00","12.100,00","12.001,00","12.089,34","0,55",223,2.695.923
25.7.2022,"12.000,00","12.100,00","12.000,00","12.023,53","-0,28",102,1.226.400
22.7.2022,"11.901,00","12.100,00","11.901,00","12.057,86","-1,08",226,2.725.076
21.7.2022,"12.100,00","12.249,00","12.100,00","12.189,40","1,90",50,609.470
20.7.2022,"12.000,00","12.000,00","11.900,00","11.962,44","0,37",385,4.605.540
19.7.2022,"11.901,00","11.950,00","11.900,00","11.918,72","0,78",733,8.736.420
18.7.2022,"11.850,00","11.850,00","11.820,00","11.826,37","0,03",466,30.526.010
15.7.2022,"11.820,00","11.898,00","11.820,00","11.823,09","-0,03",227,2.683.842
14.7.2022,"11.701,00","11.900,00","11.701,00","11.827,55","-0,61",276,3.264.404
13.7.2022,"11.900,00","11.900,00","11.900,00","11.900,00","0,12",60,714.000
12.7.2022,"11.810,00","11.956,00","11.810,00","11.885,61","-0,95",83,986.506
11.7.2022,"12.000,00","12.000,00","11.956,00","11.999,58","0,34",387,4.643.837
08.7.2022,"12.100,00","12.100,00","11.801,00","11.959,06","1,43",512,6.123.040
07.7.2022,"11.800,00","11.800,00","11.770,00","11.790,00","0,80",45,2.860.550
06.7.2022,"11.702,00","11.702,00","11.661,00","11.695,63","0,27",308,3.602.253
05.7.2022,"11.800,00","11.800,00","11.650,00","11.663,65","0,27",738,8.607.776
04.7.2022,"11.650,00","11.670,00","11.600,00","11.632,45","-0,15",202,2.349.754
01.7.2022,"11.650,00","11.650,00","11.649,00","11.649,83","-0,02",133,1.549.427
30.6.2022,"11.690,00","11.699,00","11.600,00","11.652,18","-0,07",139,1.619.653
29.6.2022,"11.700,00","11.700,00","11.600,00","11.660,62","-0,39",285,3.323.276
28.6.2022,"11.800,00","11.800,00","11.680,00","11.706,96","0,07",1.050,12.292.303
27.6.2022,"11.699,00","11.700,00","11.680,00","11.699,40","-0,01",673,7.873.699
24.6.2022,"11.700,00","11.700,00","11.700,00","11.700,00","0,00",65,760.500
23.6.2022,"11.700,00","11.700,00","11.699,00","11.699,98","0,01",213,2.492.095
22.6.2022,"11.680,00","11.710,00","11.680,00","11.699,36","-0,03",402,4.703.144
21.6.2022,"11.700,00","11.750,00","11.700,00","11.702,83","-0,04",530,6.202.498
20.6.2022,"11.701,00","11.750,00","11.700,00","11.707,49","-0,11",321,3.758.105
17.6.2022,"11.800,00","11.800,00","11.700,00","11.720,73","0,73",492,5.766.598
16.6.2022,"11.700,00","11.700,00","11.550,00","11.635,86","-0,36",848,23.887.209
15.6.2022,"11.675,00","11.701,00","11.650,00","11.678,12","-0,79",692,8.081.258
14.6.2022,"11.800,00","11.998,00","11.700,00","11.770,66","-2,63",994,11.700.032
13.6.2022,"12.000,00","12.200,00","12.000,00","12.088,21","-0,95",252,3.046.230
09.6.2022,"12.200,00","12.250,00","12.015,00","12.204,41","-1,06",128,1.562.165
08.6.2022,"12.300,00","12.349,00","12.300,00","12.335,46","-0,12",120,1.480.255
07.6.2022,"12.350,00","12.350,00","12.349,00","12.349,99","0,82",117,1.444.949
06.6.2022,"12.250,00","12.250,00","12.250,00","12.250,00","-0,76",10,122.500
03.6.2022,"12.350,00","12.400,00","12.250,00","12.344,50","-0,56",312,3.851.485
02.6.2022,"12.450,00","12.500,00","12.300,00","12.414,81","-0,68",27,335.200
01.6.2022,"12.500,00","12.500,00","12.500,00","12.500,00","0,81",5,62.500
31.5.2022,"12.400,00","12.400,00","12.399,00","12.399,82","1,97",462,5.728.715
30.5.2022,"12.300,00","12.301,00","11.850,00","12.159,54","2,45",1.066,12.962.074
27.5.2022,"11.880,00","11.900,00","11.800,00","11.868,73","1,46",127,1.507.329
26.5.2022,"11.700,00","12.000,00","11.650,00","11.697,26","-1,62",3.431,40.133.300
25.5.2022,"11.850,00","12.000,00","11.801,00","11.890,04","-1,69",336,3.995.053
23.5.2022,"12.000,00","12.300,00","12.000,00","12.093,88","-2,03",263,3.180.690
20.5.2022,"12.300,00","12.401,00","12.299,00","12.344,40","-0,91",545,6.727.698
19.5.2022,"12.400,00","12.500,00","12.400,00","12.457,41","-0,34",358,4.459.753
18.5.2022,"12.500,00","12.500,00","12.480,00","12.499,64","-0,02",112,1.399.960
17.5.2022,"12.500,00","12.598,00","12.480,00","12.502,05","-0,41",454,5.675.929
16.5.2022,"12.570,00","12.599,00","12.510,00","12.554,50","-0,44",1.208,15.165.838
13.5.2022,"12.600,00","12.650,00","12.600,00","12.610,90","-0,08",266,3.354.500
12.5.2022,"12.551,00","12.750,00","12.551,00","12.620,77","-1,17",705,8.897.640
11.5.2022,"12.750,00","12.800,00","12.750,00","12.769,77","-0,23",430,5.491.000
10.5.2022,"12.800,00","12.800,00","12.797,00","12.798,48","-0,02",3.078,39.393.710
09.5.2022,"12.800,00","12.800,00","12.799,00","12.799,99","0,00",384,4.915.196
06.5.2022,"12.800,00","12.810,00","12.799,00","12.800,36","-0,09",341,4.364.924
05.5.2022,"12.800,00","12.850,00","12.800,00","12.812,28","-0,20",267,3.420.878
04.5.2022,"12.850,00","12.850,00","12.801,00","12.838,23","0,15",329,4.223.779
03.5.2022,"12.811,00","12.900,00","12.800,00","12.819,58","0,34",308,3.948.430
29.4.2022,"12.800,00","12.800,00","12.750,00","12.775,76","1,08",330,4.216.000
28.4.2022,"12.651,00","12.700,00","12.600,00","12.640,13","1,05",162,2.047.701
27.4.2022,"12.510,00","12.550,00","12.500,00","12.509,16","0,32",991,12.396.581
26.4.2022,"12.700,00","12.700,00","12.351,00","12.469,07","0,56",559,6.970.210
21.4.2022,"12.400,00","12.400,00","12.350,00","12.399,41","0,80",169,2.095.500
20.4.2022,"12.350,00","12.350,00","12.300,00","12.301,37","0,19",204,2.509.480
19.4.2022,"12.300,00","12.300,00","12.251,00","12.277,81","0,37",106,1.301.448
18.4.2022,"12.400,00","12.400,00","12.195,00","12.232,84","0,31",102,1.247.750
15.4.2022,"12.200,00","12.250,00","12.180,00","12.194,89","0,69",334,4.073.092
14.4.2022,"12.100,00","12.200,00","12.100,00","12.111,36","0,10",764,92.090.576
13.4.2022,"12.100,00","12.300,00","11.803,00","12.099,11","-5,12",585,7.077.982
12.4.2022,"12.749,00","12.925,00","12.600,00","12.751,83","-1,30",2.181,27.811.733
11.4.2022,"12.910,00","12.980,00","12.855,00","12.919,26","-0,56",2.958,44.157.279
08.4.2022,"12.980,00","12.999,00","12.980,00","12.992,38","-0,03",1.249,16.227.486
07.4.2022,"12.950,00","13.030,00","12.920,00","12.995,91","0,08",3.514,55.346.377
06.4.2022,"12.980,00","13.000,00","12.790,00","12.984,91","1,73",2.518,36.291.464
05.4.2022,"12.770,00","12.790,00","12.710,00","12.764,20","0,45",567,7.237.300
04.4.2022,"12.745,00","12.745,00","12.680,00","12.707,28","0,62",217,2.757.480
01.4.2022,"12.610,00","12.660,00","12.600,00","12.629,12","0,17",332,4.192.869
31.3.2022,"12.650,00","12.700,00","12.600,00","12.608,26","-0,62",224,2.824.250
30.3.2022,"12.700,00","12.749,00","12.600,00","12.686,94","-0,58",742,9.413.706
29.3.2022,"12.740,00","12.800,00","12.740,00","12.760,88","0,01",313,3.994.156
28.3.2022,"12.750,00","12.800,00","12.750,00","12.760,05","0,18",1.418,18.093.756
25.3.2022,"12.800,00","12.800,00","12.700,00","12.736,75","0,29",332,4.228.600
24.3.2022,"12.700,00","12.700,00","12.700,00","12.700,00","-0,73",40,508.000
23.3.2022,"12.790,00","12.800,00","12.750,00","12.793,19","-0,05",257,3.287.850
22.3.2022,"12.800,00","12.800,00","12.750,00","12.799,80","-0,04",533,6.822.295
21.3.2022,"12.890,00","12.950,00","12.800,00","12.804,29","-0,72",147,81.382.230
18.3.2022,"12.806,00","13.000,00","12.806,00","12.896,69","1,43",883,11.387.780
17.3.2022,"12.800,00","12.800,00","12.501,00","12.714,29","2,99",501,6.369.861
16.3.2022,"12.500,00","12.500,00","12.190,00","12.344,87","2,17",637,7.863.681
15.3.2022,"12.110,00","12.189,00","11.995,00","12.082,63","2,09",395,65.343.137
14.3.2022,"11.995,00","11.995,00","11.755,00","11.835,42","0,69",713,8.438.655
11.3.2022,"11.715,00","11.800,00","11.699,00","11.754,64","0,54",432,5.078.003
10.3.2022,"11.700,00","11.711,00","11.650,00","11.691,71","-0,21",587,6.863.034
09.3.2022,"11.800,00","11.800,00","11.700,00","11.716,40","0,80",546,6.397.152
08.3.2022,"11.565,00","11.700,00","11.565,00","11.623,24","-0,65",609,7.078.553
07.3.2022,"11.700,00","11.740,00","11.650,00","11.699,60","-0,32",2.053,24.019.276
04.3.2022,"11.790,00","11.801,00","11.702,00","11.737,37","-0,52",576,6.760.725
03.3.2022,"11.800,00","11.800,00","11.750,00","11.798,95","0,84",195,2.300.795
02.3.2022,"11.700,00","11.799,00","11.675,00","11.701,01","-0,81",582,6.809.989
01.3.2022,"11.798,00","11.999,00","11.693,00","11.796,21","0,61",820,9.672.891
28.2.2022,"11.801,00","12.000,00","11.500,00","11.725,04","-3,49",1.527,17.904.137
25.2.2022,"12.294,00","12.300,00","11.200,00","12.148,85","8,64",2.431,29.533.847
24.2.2022,"11.182,00","11.200,00","11.182,00","11.182,45","-9,99",3.426,38.311.080
23.2.2022,"12.360,00","12.551,00","12.360,00","12.423,76","-0,81",503,6.249.149
22.2.2022,"12.551,00","12.696,00","12.500,00","12.524,72","-1,56",1.119,14.015.165
21.2.2022,"12.700,00","12.790,00","12.650,00","12.723,19","0,19",368,4.682.133
18.2.2022,"12.698,00","12.700,00","12.698,00","12.698,83","-0,29",332,4.216.012
17.2.2022,"12.700,00","12.908,00","12.650,00","12.735,65","-1,54",755,9.615.413
16.2.2022,"12.946,00","12.998,00","12.800,00","12.935,33","2,05",1.308,16.919.414
15.2.2022,"12.700,00","12.750,00","12.300,00","12.675,45","4,38",552,6.996.847
14.2.2022,"12.400,00","12.849,00","12.000,00","12.143,51","-5,73",2.231,27.092.170
11.2.2022,"12.900,00","12.901,00","12.800,00","12.881,87","-0,90",374,4.817.819
10.2.2022,"13.000,00","13.000,00","12.950,00","12.999,46","-0,01",489,83.853.484
09.2.2022,"13.000,00","13.300,00","12.998,00","13.000,74","0,02",1.718,22.335.263
08.2.2022,"12.998,00","13.001,00","12.996,00","12.998,71","0,79",1.585,28.833.350
07.2.2022,"12.970,00","12.970,00","12.849,00","12.896,49","0,48",2.090,26.953.654
04.2.2022,"12.845,00","12.890,00","12.750,00","12.834,51","1,35",1.134,86.219.329
03.2.2022,"12.652,00","12.700,00","12.650,00","12.663,71","0,54",1.520,19.248.836
02.2.2022,"12.601,00","12.700,00","12.500,00","12.596,17","0,71",1.655,20.846.655
01.2.2022,"12.500,00","12.550,00","12.500,00","12.506,98","-0,19",582,57.265.565
31.1.2022,"12.585,00","12.585,00","12.300,00","12.531,02","0,35",137,41.716.750
28.1.2022,"12.500,00","12.500,00","12.301,00","12.487,45","1,75",1.537,44.132.755
27.1.2022,"12.293,00","12.300,00","12.200,00","12.272,99","1,98",1.326,16.273.984
26.1.2022,"12.099,00","12.099,00","11.890,00","12.034,25","2,41",1.510,18.171.720
25.1.2022,"11.699,00","12.000,00","11.699,00","11.751,47","-2,65",1.409,16.557.826
24.1.2022,"11.638,00","12.492,00","11.638,00","12.071,04","-3,38",2.030,48.969.208
21.1.2022,"12.499,00","12.550,00","12.400,00","12.493,31","-0,79",642,8.020.703
20.1.2022,"12.500,00","12.600,00","12.500,00","12.592,95","-0,05",2.128,26.797.793
18.1.2024,"15.195,00","15.200,00","15.195,00","15.199,09","-0,30",310,7.186.719
17.1.2024,"15.249,00","15.291,00","15.210,00","15.244,21","-0,43",567,8.643.469
16.1.2024,"15.201,00","15.495,00","15.200,00","15.310,41","0,12",1.005,15.386.962
15.1.2024,"15.349,00","15.349,00","15.115,00","15.291,85","1,17",114,1.743.271
12.1.2024,"15.199,00","15.200,00","15.007,00","15.115,03","0,61",196,2.962.545
11.1.2024,"15.050,00","15.100,00","15.001,00","15.023,33","-0,18",418,6.279.751
10.1.2024,"15.050,00","15.050,00","15.040,00","15.049,74","0,27",306,4.605.220
09.1.2024,"15.001,00","15.150,00","15.000,00","15.009,90","0,16",555,15.155.494
05.1.2024,"15.000,00","15.000,00","14.950,00","14.985,96","1,79",89,1.333.750
04.1.2024,"14.999,00","14.999,00","14.675,00","14.722,56","0,60",231,3.400.911
03.1.2024,"14.650,00","14.650,00","14.400,00","14.634,57","2,08",315,4.609.890
02.1.2024,"14.600,00","14.600,00","14.300,00","14.336,93","0,77",127,1.820.790
28.12.2023,"14.200,00","14.300,00","14.200,00","14.226,83","0,90",284,4.040.421
27.12.2023,"14.100,00","14.100,00","14.099,00","14.099,94","0,13",400,5.639.977
26.12.2023,"14.100,00","14.100,00","14.051,00","14.081,64","0,07",596,8.392.660
25.12.2023,"14.053,00","14.100,00","14.053,00","14.072,23","-0,34",188,8.525.280
22.12.2023,"14.100,00","14.200,00","14.100,00","14.119,88","-0,56",127,1.793.225
21.12.2023,"14.249,00","14.250,00","14.106,00","14.199,93","-0,28",99,1.405.793
20.12.2023,"14.250,00","14.250,00","14.100,00","14.239,40","-0,07",188,2.677.008
19.12.2023,"14.250,00","14.250,00","14.249,00","14.250,00","-0,01",2.271,32.361.740
18.12.2023,"14.249,00","14.280,00","14.240,00","14.251,42","-0,16",258,3.676.867
15.12.2023,"14.250,00","14.300,00","14.250,00","14.274,32","0,06",148,2.112.600
14.12.2023,"14.250,00","14.550,00","14.250,00","14.265,84","-0,57",574,8.188.590
13.12.2023,"14.349,00","14.380,00","14.330,00","14.347,48","0,23",282,4.045.988
12.12.2023,"14.349,00","14.399,00","14.300,00","14.314,72","0,51",247,3.535.736
